,经济,流动性,CPI,PPI,信用
2015-08-31,-0.0389510282982441,0.07864596736593533,0.04442338502141393,-0.07403930090944845,-0.07793289000609815
2015-09-30,-0.04084432999395762,0.06605244702328503,0.04542626651578566,-0.05148940389157556,-0.0703300757164484
2015-10-30,-0.02823197945446433,0.033043974346907264,0.018342190222679862,-0.06468866297949583,-0.05490830565516655
2015-11-30,-0.012301131728845394,0.07396311415335782,0.031645353119411836,-0.059144091984249136,-0.010866261297068438
2015-12-31,-0.03284005969768495,0.022596045086917784,0.04230826333719143,-0.07092128816766474,-0.048585255254150826
2016-01-29,-0.04357551774613845,0.038234849165594144,0.04176058249881632,-0.03663228132005233,-0.03669144749628207
2016-02-29,-0.054081045913049096,-0.0018710260321584747,0.020724804068491438,-0.04666140446177108,-0.019718310684268044
2016-03-31,-0.06879071136328574,-0.040799462119203815,0.014059585006173382,-0.04251368802376292,-0.07181008415322962
2016-04-29,-0.04956690386646844,-0.03927994838657938,0.012180355103248903,-0.013319153658576003,-0.025259221479641967
2016-05-31,-0.039617322046282995,-0.026400843789724838,0.023624184803354854,0.017199795040682867,-0.0210216651357101
2016-06-30,-0.03576307254181283,-0.08887343896745342,0.01611031215531436,0.02756861627794849,-0.03909621487863259
2016-07-29,-0.04321069843907285,-0.13921856739016886,-0.021279386635453243,-0.00551003116815543,-0.03816635688548492
2016-08-31,-0.02232962453920202,-0.0843017848134382,-0.011251460422299638,-0.004270211071464441,-0.033097838196160335
2016-09-30,-0.01964663620322205,-0.09149337593967999,-0.016206345052125405,-0.002649228531622626,-0.03758708418671328
2016-10-31,-0.023822425456080758,-0.05163702351374995,0.005568352991242948,0.0014426569348848337,-0.017497423017799885
2016-11-30,-0.014074972223598565,-0.0543872596967563,0.0033626299290031546,0.019797406856189297,-0.016357783335132176
2016-12-30,0.015712909132557504,-0.02049126754793294,-0.0058965994197790784,0.04017486841492816,0.051057806399864784
2017-01-26,0.04592723387734237,0.01827886837260184,-0.0031124262863596146,0.04013282806488965,0.05958999193193131
2017-02-28,0.05941413990576095,0.033394958661970134,0.0002530066663201852,0.04962684576066807,0.06202479590790833
2017-03-31,0.04729926679405414,0.033385354034873374,0.0004308830190583797,0.04603730128366451,0.07804651908175109
2017-04-28,0.04384398452984732,0.044887312855125094,-0.0062589940882498704,0.03580880657500035,0.081006868850319
2017-05-31,0.046763618022971895,0.04381593177907267,-0.026948776016192937,0.02627850139357059,0.11176280560167326
2017-06-30,0.04676047355494954,0.10064501589883515,-0.017347189962407684,0.016385512748101967,0.11259349665076208
2017-07-31,0.05376229521776796,0.11024168463734982,0.0003325937996303957,0.03278526727819023,0.10997275372745768
2017-08-31,0.05639116437439921,0.10454472793910465,-0.005690085466137921,0.032877949766050935,0.12068842392489096
2017-09-29,0.060644144755853994,0.1063310777944668,-0.00668872564034062,0.03458484535883402,0.11903980055451258
2017-10-31,0.07154053249925997,0.1109053328805055,-0.013983126989268733,0.04674062668419542,0.12919468377282328
2017-11-30,0.06447369836246739,0.0910459106300571,-0.018286840557473785,0.04778164584515143,0.12492202943801238
2017-12-29,0.051853382331187,0.08360059260126368,-0.014283991287976644,0.03786596114856674,0.09259482401656538
2018-01-31,0.04836305575954862,0.0848398773544656,-0.016920641040405488,0.03692817086503746,0.07290544559911089
2018-02-28,0.031746591386541366,0.1104645153219943,0.01239000872781585,0.03278553380578893,0.056535802369603615
2018-03-30,0.025284117493386445,0.09570878576033537,0.022130362428679527,0.03330121362179868,0.041921459544164354
2018-04-27,0.00398797389796988,0.09167081283531713,0.03301447509101718,0.021679328663921544,-0.0007758291022025922
2018-05-31,-0.0029986272237054797,0.0782056084718995,0.03522646419682625,0.01818454975352583,-0.022675629039825215
2018-06-29,-0.006157022578418906,0.06388999042694442,0.03373105490580727,0.029391043173259364,-0.01865536887509687
2018-07-31,-0.013322787368810674,0.05982686751590598,0.031257125245765356,0.02451129032634656,-0.032128623889168345
2018-08-31,-0.012327200837608217,0.059447731341795824,0.030597109462861847,0.03526865246877674,-0.034285920168277695
2018-09-28,-0.00718892917649395,0.07105795501935867,0.03810981368057705,0.04388927905907587,-0.028328746143131123
2018-10-31,-0.04013079624637023,0.03528439614966718,0.04123711737684593,0.020852790459141367,-0.05390954460995827
2018-11-30,-0.06499229105539919,0.010442157973363356,0.02895553430529932,-0.014385208288652664,-0.08288694958261938
2018-12-28,-0.08361007368597564,-0.009475545504556726,0.03303221162273954,-0.03097381887933918,-0.08702689905869247
2019-01-31,-0.08647717960638962,-0.021414918325537335,0.027493652558585786,-0.03401291384465921,-0.09518803148846772
2019-02-28,-0.06486684018523103,-0.016364534636624385,0.009045243850135503,-0.03795162333087221,-0.07246174690051971
2019-03-29,-0.05143545873514424,0.0004982343490062187,0.00562782638757787,-0.033794300066949584,-0.06359525080171725
2019-04-30,-0.028023894668320153,0.0077401431131421386,-0.006332714548107293,-0.0196263955599593,-0.02569832819800662
2019-05-31,-0.041126831709028304,-0.006687636509652675,0.0123687379675523,-0.017103551704511163,-0.03700653960574607
2019-06-28,-0.03245401604184195,-0.04315853340212232,-0.013574123659811343,-0.019957138908958828,-0.03634932051309506
2019-07-31,-0.03154622252023627,-0.047632404767069536,-0.020260250460333855,-0.025289902330016642,-0.020663034497994445
2019-08-30,-0.04321963057552286,-0.10799105538455737,-0.028715397973855184,-0.034691055287577426,-0.03879512641874629
2019-09-30,-0.04556877328905734,-0.10107492136874213,-0.03081706084597355,-0.04255183896610808,-0.03855052655420173
2019-10-31,-0.012994902474171718,-0.06676377846857236,-0.031910339860505565,-0.025079369475668897,-0.015737214622797518
2019-11-29,-0.0020121890481846596,-0.04926876387418262,-0.022167982723141345,-0.0037161383999309017,-0.008771786928891483
2019-12-31,0.01943694527049114,-0.04451522078917233,-0.03182466988462664,0.009947895034742886,-0.0227410561393211
2020-01-23,0.009524148464369527,-0.06210795847041069,-0.027171959838229263,-0.0050894288877432565,-0.01006454546192845
2020-02-28,-0.027190652299480537,-0.09768580594910277,-0.015692176671343826,-0.014007432060777113,-0.037241255499523014
2020-03-31,-0.056048925492710226,-0.09586684653489051,0.005062890735821513,-0.02276140289020625,-0.0499926435830494
2020-04-30,-0.07722286866543626,-0.14246193948719965,-0.009713621453403248,-0.04103851033908334,-0.11028211418924447
2020-05-29,-0.04039290912489646,-0.13406537681323497,-0.035372817342475195,-0.027162840823215493,-0.060147084373802714
2020-06-30,-0.0231642228979718,-0.08846279148827038,-0.02029263101521789,-0.026801312664643834,-0.021341496842036182
2020-07-31,0.002422559639822862,-0.10868071917243041,-0.034265555406060653,-0.017004868694299676,0.00321034398562088
2020-08-31,0.028657274660067372,-0.04361220082439182,-0.026813706269314334,6.063063620382416e-05,0.023519605773981236
2020-09-30,0.021751031279622916,-0.030178765449489026,-0.01451295196792289,0.004180636170295903,0.02863328917805457
2020-10-30,0.01230121088032972,-0.028638273137200125,-0.00813483797162198,-0.0034934201146600867,0.022428707361120546
2020-11-30,0.032877006225413126,-0.002621210840585772,-0.003859941636414146,0.01542412357910106,0.026670746707797937
2020-12-31,0.030520319176053565,-0.013347741258758422,-0.0029867106679109514,0.027515628505994053,0.01699412241819485
2021-01-29,0.03953521792280616,0.023300648637308307,0.006255186249947372,0.03835172339048097,0.029474597080817656
2021-02-26,0.06589229227647916,0.06609660824485085,0.0007574528871683954,0.060351832389652305,0.04777048142794763
2021-03-31,0.09393741858792574,0.050301031590907354,-0.035556391637796336,0.07690957477859868,0.05291649107950483
2021-04-30,0.10017894118062445,0.06318020925153899,-0.013138853854216223,0.09123954031652752,0.07614683491421906
2021-05-31,0.07579216141492369,0.050573460394372854,-0.010284367631108555,0.06558122360913969,0.041031549468207494
2021-06-30,0.06275667756934895,0.07595355940718185,0.007100554903180821,0.06447820817632302,0.017919523948800694
2021-07-30,0.03211618477234696,0.05964116789738605,0.023824478101131592,0.057981098780444724,-0.02243338973683068
2021-08-31,0.018256233762975055,0.050966185918368156,0.025965252547251925,0.03836323747842475,-0.031613318198137334
2021-09-30,0.01616941204872244,0.05237708263043693,0.02266587400871646,0.027133352610190113,-0.032518596994758564
2021-10-29,0.027841794877314623,0.02797496555413231,-0.004266367869415308,0.03449684479495443,-0.02753054203578324
2021-11-30,0.005277038389799794,0.0017755434335561143,0.003793417650811531,0.008653493092101176,-0.028482373951821124
2021-12-31,0.007616139332570532,0.011614393308620867,0.0013776521261266925,0.005465591133888688,-0.018615070048873295
2022-01-28,-0.010958263850159718,0.00714102732938546,0.014164492609551787,0.004162241288231763,-0.03967704093968078
2022-02-28,-0.012422358603820263,-0.027827162063478537,0.018719855428240745,0.007509998885426646,-0.03924851636946383
2022-03-31,-0.009318623307168351,-0.04457162347306577,0.01649064297437411,0.022162861830011427,-0.03376626909731249
2022-04-29,-0.027971614897460067,-0.020628607307491265,0.02536421424080318,0.0036145073008365426,-0.013096291984750683
2022-05-31,-0.023819868882881325,0.011935512180889627,0.0433090945790102,0.00851302734928975,-0.014402151840850256
2022-06-30,-0.03209894170150142,0.004863580796747508,0.038891621805445815,-0.014991935598576941,-0.00037167074348624577
2022-07-29,-0.019969584765798767,0.03259808365837361,0.03895879058497318,-0.0057786830673701535,0.009538182858977723
2022-08-31,-0.035556115659646,0.03127464188868042,0.042684189545234265,-0.014504605372809705,0.0019030145413327024
2022-09-30,-0.03730667031469007,0.011313599662902848,0.04652412414119333,-0.0059846818746731026,0.006262173752741417
2022-10-31,-0.0419813254982353,0.005231087891582412,0.05829338414549501,-0.0006225752962624368,-0.01486728736426309
2022-11-30,-0.01971025467960319,0.0020150542222598018,0.045904740713996944,0.019453041769737285,0.009568432433891595
2022-12-30,-0.029099628001533515,0.013855792848429157,0.04660919606437139,0.0018371646233291759,0.027604432511615602
2023-01-31,-0.008175726959993244,-0.006632225425399366,0.021986333918595852,0.001275094007382891,0.04237862069530694
2023-02-28,-0.013566186292916407,0.016022409531815586,0.01783259898824946,-0.013035891469411335,0.047926144229879605
2023-03-31,-0.02011352247055219,-0.0061799945699708364,0.00330177114478322,-0.031249513520982097,0.04180539574254706
2023-04-28,-0.006396842881153739,-0.009671881960276707,-0.0034173241039852165,-0.02554112113946641,0.03505842375665369
2023-05-31,-0.017424895735367752,-0.029800674215354796,-0.013334704512805502,-0.02687102554047549,0.02871077254551182
2023-06-30,-0.005749054473412693,-0.05747632113787553,-0.020737435792807513,0.011049723167816846,0.0009381949606693082
2023-07-31,-0.0043195540455166275,-0.05419672519864637,-0.015001396669869646,0.012367269170484703,0.006771394810265415
2023-08-31,0.000684244245752808,-0.06473097307144408,-0.019145055807258955,0.021607610268747638,0.010993333332356673
2023-09-28,0.008800624048228834,-0.04856631493536336,-0.026251827499446545,0.01547912240813572,0.017062034881402982
2023-10-31,0.0002882222789455631,-0.057944605529641494,-0.029525708981942095,0.0018787188726128886,0.035775550124023434
2023-11-30,-0.0069493408799331,-0.05541976612895125,-0.026214486955028832,0.0018032224957711211,0.02015607172758739
2023-12-29,-0.003035558454229624,-0.07431335068902165,-0.04194746803071369,0.007782707229129393,0.0024053769905846433
2024-01-31,-0.023837106128096645,-0.0647603805557985,-0.037997143774563695,0.0010671602854524247,-0.005150329775571257
2024-02-29,-0.015790485010380436,-0.07969144062060599,-0.047769149690116884,0.00857278074530701,-0.024261392307832655
2024-03-29,-0.013125052522424548,-0.09116202206955393,-0.0423563258988181,0.01908885645145038,-0.029914495385632688
2024-04-30,-0.018054098606131053,-0.09828907485162275,-0.03690536552774926,0.012156857440993804,-0.02702110553914396
2024-05-31,-0.00680832595294947,-0.09598856982812332,-0.03968850529298525,0.02607525112855795,-0.02675516041487132
2024-06-28,-0.01947796462533359,-0.09505837457508756,-0.04509564821833775,0.010416297563903033,-0.024596504875907987
2024-07-31,-0.03226947655045199,-0.10850424822852205,-0.05599915084852618,-0.010395278817793015,-0.023730359196784245
2024-08-30,-0.02212240965812488,-0.10455439459118608,-0.06135317862139288,-0.0017508342415012564,-0.017486785650129476
2024-09-30,-0.011206002061746845,-0.146238305492172,-0.08126058802636495,-0.00036416287785008306,-0.038159254332839065
2024-10-31,-0.009964598427975457,-0.15237607097953768,-0.08312367508798053,-0.004470649723574554,-0.04102025497389333
2024-11-29,-0.020511798385374792,-0.1358978528955413,-0.07576920666627221,-0.016883930032942578,-0.05094143638599148
2024-12-31,-0.030727116698456246,-0.12499796032465224,-0.05729496476987112,-0.022252883659719065,-0.06126238030588748
2025-01-27,-0.014757938584110689,-0.156397896812822,-0.05967803003711485,-0.013209689354710721,-0.05165389458350083
2025-02-28,-0.013994493857342116,-0.1691244949402006,-0.06040383253840852,-0.010411744259771424,-0.021425978740881927
2025-03-31,-0.02042793207513512,-0.15424023636057885,-0.05763592257186647,-0.02849240411236186,0.002001774625467044
2025-04-30,-0.02560548593126905,-0.18511298917519653,-0.06985850782541625,-0.02444167685175378,-0.00861875492121138
2025-05-30,-0.017191206572022878,-0.16532481428880888,-0.06675804733055632,-0.02246985697676262,0.0010199969158433998
2025-06-30,-0.006214798992444529,-0.1664239573190589,-0.06614462494882402,-0.02327403967213433,0.006564049402817138
2025-07-31,0.010018517468867644,-0.1447092313093094,-0.057307027031913656,-0.01156042525930201,0.020300288859356412
2025-08-29,0.022440267537212254,-0.13574533766836855,-0.05309865736375658,-0.020274512881937087,0.02318853843324788
2025-09-30,0.008337470626994706,-0.1898419893698942,-0.07805681845361237,-0.013342172800690064,0.025261799664070054
